System_Ref,FIS_Provider_Name,Upload_to_FIDy,Level_1_Description,Level_2_Description,Level_3_Description
10964,Chat And Play At Liz Atkinson Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and play
10964,Chat And Play At Liz Atkinson Children's Centre,FSD,SEND Local Offer,Early Learning and childcare,Stay and play
10965,L.E.A.P. Snuggle Time Story Session,FSD,Families,Early Learning and childcare,
10965,L.E.A.P. Snuggle Time Story Session,FSD,Families,LEAP (Lambeth Early Action Partnership),Bonding and relationships
10965,L.E.A.P. Snuggle Time Story Session,FSD,SEND Local Offer,Early Learning and childcare,
10966,South London Warehouse (Clapham Park Foodbank),FSD,Families,Children’s Centres and One O’ Clock Clubs,Food banks
10966,South London Warehouse (Clapham Park Foodbank),FSD,Families,Support and advice services,Food banks
10966,South London Warehouse (Clapham Park Foodbank),FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Food banks
10966,South London Warehouse (Clapham Park Foodbank),FSD,SEND Local Offer,Support and advice services,Food banks
10966,South London Warehouse (Clapham Park Foodbank),FSD,Young People,Support and advice services,Food banks
10967,Vauxhall Foodbank,FSD,Families,Children’s Centres and One O’ Clock Clubs,Food banks
10967,Vauxhall Foodbank,FSD,Families,Support and advice services,Food banks
10967,Vauxhall Foodbank,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Food banks
10967,Vauxhall Foodbank,FSD,SEND Local Offer,Support and advice services,Food banks
10967,Vauxhall Foodbank,FSD,Young People,Support and advice services,Food banks
10968,Norwood & Brixton Foodbank,FSD,Families,Children’s Centres and One O’ Clock Clubs,Food banks
10968,Norwood & Brixton Foodbank,FSD,Families,Support and advice services,Food banks
10968,Norwood & Brixton Foodbank,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Food banks
10968,Norwood & Brixton Foodbank,FSD,SEND Local Offer,Support and advice services,Food banks
10968,Norwood & Brixton Foodbank,FSD,Young People,Support and advice services,Food banks
10969,Fulham Girls Kicks Streatham Vale,FSD,Families,Activities and things to do,Sports
10969,Fulham Girls Kicks Streatham Vale,FSD,SEND Local Offer,Activities and things to do,Sports
10969,Fulham Girls Kicks Streatham Vale,FSD,Young People,Activities and things to do,Sports
10970,Fulham Girls Kicks Elmgreen School,FSD,Families,Activities and things to do,Sports
10970,Fulham Girls Kicks Elmgreen School,FSD,SEND Local Offer,Activities and things to do,Sports
10970,Fulham Girls Kicks Elmgreen School,FSD,Young People,Activities and things to do,Sports
10971,Fulham Girls Kicks Marcus Lipton,FSD,Families,Activities and things to do,Sports
10971,Fulham Girls Kicks Marcus Lipton,FSD,SEND Local Offer,Activities and things to do,Youth clubs
10971,Fulham Girls Kicks Marcus Lipton,FSD,SEND Local Offer,Activities and things to do,Sports
10971,Fulham Girls Kicks Marcus Lipton,FSD,Young People,Activities and things to do,Youth clubs
10971,Fulham Girls Kicks Marcus Lipton,FSD,Young People,Activities and things to do,Sports
10984,Dream BiG Storytelling & Music Creation Workshop,FSD,Families,Activities and things to do,"Music, dance and drama"
10984,Dream BiG Storytelling & Music Creation Workshop,FSD,Families,Activities and things to do,Creative Arts and Multimedia
10984,Dream BiG Storytelling & Music Creation Workshop,FSD,SEND Local Offer,Activities and things to do,"Music, dance and drama"
10984,Dream BiG Storytelling & Music Creation Workshop,FSD,SEND Local Offer,Activities and things to do,Creative Arts and Multimedia
10984,Dream BiG Storytelling & Music Creation Workshop,FSD,Young People,Activities and things to do,"Music, dance and drama"
10984,Dream BiG Storytelling & Music Creation Workshop,FSD,Young People,Activities and things to do,Creative Arts and Multimedia
10995,Exceed Reading Stars,FSD,Families,"Education, Schools and Learning",Out of school tuition
10995,Exceed Reading Stars,FSD,SEND Local Offer,"Education, Schools and Learning",Out of school tuition
10995,Exceed Reading Stars,FSD,Young People,"Education, Schools and Learning",Out of school tuition
11010,Swimbies,FSD,Families,Activities and things to do,Sports
11010,Swimbies,FSD,Young People,Activities and things to do,Sports
11080,Baby Explorers 0 To 8 Months At Ethelred Children's Centre,FSD,Families,Activities and things to do,Parent and toddler groups
11080,Baby Explorers 0 To 8 Months At Ethelred Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and play
11080,Baby Explorers 0 To 8 Months At Ethelred Children's Centre,FSD,Families,Early Learning and childcare,Stay and play
11080,Baby Explorers 0 To 8 Months At Ethelred Children's Centre,FSD,Families,Better Start areas,Better Start North Lambeth
11080,Baby Explorers 0 To 8 Months At Ethelred Children's Centre,FSD,SEND Local Offer,Activities and things to do,Parent and toddler groups
11080,Baby Explorers 0 To 8 Months At Ethelred Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and play
11080,Baby Explorers 0 To 8 Months At Ethelred Children's Centre,FSD,SEND Local Offer,Early Learning and childcare,Stay and play
11080,Baby Explorers 0 To 8 Months At Ethelred Children's Centre,FSD,SEND Local Offer,Better Start areas,Better Start North Lambeth
11084,Natural Thinkers At Ethelred Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and play
11084,Natural Thinkers At Ethelred Children's Centre,FSD,Families,Early Learning and childcare,Stay and play
11084,Natural Thinkers At Ethelred Children's Centre,FSD,Families,Better Start areas,Better Start North Lambeth
11084,Natural Thinkers At Ethelred Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and play
11084,Natural Thinkers At Ethelred Children's Centre,FSD,SEND Local Offer,Early Learning and childcare,Stay and play
11084,Natural Thinkers At Ethelred Children's Centre,FSD,SEND Local Offer,Better Start areas,Better Start North Lambeth
11092,Stay And Play At Stockwell Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and play
11092,Stay And Play At Stockwell Children's Centre,FSD,Families,Early Learning and childcare,Stay and play
11092,Stay And Play At Stockwell Children's Centre,FSD,Families,Better Start areas,Better Start Brixton Stockwell
11092,Stay And Play At Stockwell Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and play
11092,Stay And Play At Stockwell Children's Centre,FSD,SEND Local Offer,Early Learning and childcare,Stay and play
11092,Stay And Play At Stockwell Children's Centre,FSD,SEND Local Offer,Better Start areas,Better Start Brixton Stockwell
11103,Jigsaw Contact Service,FSD,Families,Support and advice services,Support for young parents
11103,Jigsaw Contact Service,FSD,Families,Support and advice services,Family Contact Centres
11103,Jigsaw Contact Service,FSD,SEND Local Offer,Support and advice services,Support for young parents
11103,Jigsaw Contact Service,FSD,SEND Local Offer,Support and advice services,Family Contact Centres
11103,Jigsaw Contact Service,FSD,Young People,Support and advice services,Support for young parents
11103,Jigsaw Contact Service,FSD,Young People,Support and advice services,Family Contact Centres
11110,Swan Family Centre Lambeth,FSD,Families,Support and advice services,Family Contact Centres
11110,Swan Family Centre Lambeth,FSD,SEND Local Offer,Support and advice services,Family Contact Centres
11110,Swan Family Centre Lambeth,FSD,Young People,Support and advice services,Family Contact Centres
11111,Aim High Dance Academy,FSD,Families,Activities and things to do,"Music, dance and drama"
11111,Aim High Dance Academy,FSD,Families,Activities and things to do,Sports
11111,Aim High Dance Academy,FSD,SEND Local Offer,Activities and things to do,"Music, dance and drama"
11111,Aim High Dance Academy,FSD,SEND Local Offer,Activities and things to do,Sports
11111,Aim High Dance Academy,FSD,Young People,Activities and things to do,"Music, dance and drama"
11111,Aim High Dance Academy,FSD,Young People,Activities and things to do,Sports
11120,Play Out! 18 Months To 4 Years At Hitherfield Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and play
11120,Play Out! 18 Months To 4 Years At Hitherfield Children's Centre,FSD,Families,Early Learning and childcare,Stay and play
11120,Play Out! 18 Months To 4 Years At Hitherfield Children's Centre,FSD,Families,Better Start areas,Better Start Streatham
11120,Play Out! 18 Months To 4 Years At Hitherfield Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and play
11120,Play Out! 18 Months To 4 Years At Hitherfield Children's Centre,FSD,SEND Local Offer,Early Learning and childcare,Stay and play
11120,Play Out! 18 Months To 4 Years At Hitherfield Children's Centre,FSD,SEND Local Offer,Better Start areas,Better Start Streatham
11121,Get Going With Sewing At Benton's Lane Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Family learning
11121,Get Going With Sewing At Benton's Lane Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Courses for adults
11121,Get Going With Sewing At Benton's Lane Children's Centre,FSD,Families,"Training, employment and education for adults",Family learning
11121,Get Going With Sewing At Benton's Lane Children's Centre,FSD,Families,"Training, employment and education for adults",Courses for adults
11121,Get Going With Sewing At Benton's Lane Children's Centre,FSD,Families,Better Start areas,Better Start Streatham
11122,Baby Explorers At Streatham Hub Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and play
11122,Baby Explorers At Streatham Hub Children's Centre,FSD,Families,Early Learning and childcare,Stay and play
11122,Baby Explorers At Streatham Hub Children's Centre,FSD,Families,Better Start areas,Better Start Streatham
11122,Baby Explorers At Streatham Hub Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and play
11122,Baby Explorers At Streatham Hub Children's Centre,FSD,SEND Local Offer,Early Learning and childcare,Stay and play
11122,Baby Explorers At Streatham Hub Children's Centre,FSD,SEND Local Offer,Better Start areas,Better Start Streatham
11123,Play Out! 18 Months To 4 Years At Hillside One O'Clock Club,FSD,Families,Activities and things to do,Parent and toddler groups
11123,Play Out! 18 Months To 4 Years At Hillside One O'Clock Club,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and play
11123,Play Out! 18 Months To 4 Years At Hillside One O'Clock Club,FSD,Families,Early Learning and childcare,Stay and play
11123,Play Out! 18 Months To 4 Years At Hillside One O'Clock Club,FSD,Families,Better Start areas,Better Start Streatham
11123,Play Out! 18 Months To 4 Years At Hillside One O'Clock Club,FSD,SEND Local Offer,Activities and things to do,Parent and toddler groups
11123,Play Out! 18 Months To 4 Years At Hillside One O'Clock Club,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and play
11123,Play Out! 18 Months To 4 Years At Hillside One O'Clock Club,FSD,SEND Local Offer,Early Learning and childcare,Stay and play
11123,Play Out! 18 Months To 4 Years At Hillside One O'Clock Club,FSD,SEND Local Offer,Better Start areas,Better Start Streatham
11125,Baby Massage 0 To 6 Months  At Benton's Lane Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Family learning
11125,Baby Massage 0 To 6 Months  At Benton's Lane Children's Centre,FSD,Families,"Training, employment and education for adults",Family learning
11125,Baby Massage 0 To 6 Months  At Benton's Lane Children's Centre,FSD,Families,Better Start areas,Better Start Streatham
11125,Baby Massage 0 To 6 Months  At Benton's Lane Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,
11125,Baby Massage 0 To 6 Months  At Benton's Lane Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Family learning
11125,Baby Massage 0 To 6 Months  At Benton's Lane Children's Centre,FSD,SEND Local Offer,Better Start areas,Better Start Streatham
11135,Health Visitors Development Reviews At Ethelred Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Health Visiting Services
11135,Health Visitors Development Reviews At Ethelred Children's Centre,FSD,Families,Health and well being,Health Visiting Services
11135,Health Visitors Development Reviews At Ethelred Children's Centre,FSD,Families,Better Start areas,Better Start North Lambeth
11135,Health Visitors Development Reviews At Ethelred Children's Centre,FSD,SEND Local Offer,Health and well being,Health Visiting Services
11135,Health Visitors Development Reviews At Ethelred Children's Centre,FSD,SEND Local Offer,Better Start areas,Better Start North Lambeth
11143,Kids' City At Reay Primary School - Breakfast Club,FSD,Families,Early Learning and childcare,Breakfast and after school clubs
11143,Kids' City At Reay Primary School - Breakfast Club,FSD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
11148,Making It Real At Ethelred Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Family learning
11148,Making It Real At Ethelred Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Courses for adults
